,text,score,kelas,,,,,,,
1107,pemerintah percayakan keamanan vaksin covid tim peneliti yanv uji klinik tim mengawasi penelitian,0,netral,,,,,,,
1108, masyarakat takut suntik vaksin covid diharapkan masyarakat tidakperlu takut disuntik vaksin,-3,negatif,,,,,,,
1109,vaksin buatan anak bangsa bernama deperkirakan sembari menunggu vaksin produksi pemerintah inggris china penyediaan vaksin covid,0,netral,,,,,,,
1110, keren nih vaksin sediri murni karya anak bangsa loh strain covid ,3,positif,,,,,,,
1111,pengembangan vaksin simbol kemajuan kemandirian bentuk tanggung pemerintah memenuhi kebutuhan masyarakat vaksin covid,2,positif,,,,,,,
1112, mengurangi ketergantungan impor vaksin buatan inggris china pemerintah berupaya mengembangkan penanganan covid tanah air,-1,negatif,,,,,,,
1113, pandemi covid memakan korban kebutuhan vaksin meningkat pemesanan vaksin bersamaan pemerintah berencana vaksin kebutuhan vaksin terpenuhi,-1,negatif,,,,,,,
1114,vaksin merah putih vaksin murni berasal buatan negeri strain covid ,1,positif,,,,,,,
1115,pastikan mengimpor vaksin covid erick thohir pengujian vaksin merah putih ,0,netral,,,,,,,
1116, lembaga penelitian universitas penelitian vaksin covid dikelompokkan berdasarkan platform ,0,netral,,,,,,,
1117, kerjasama negara ditemukan formulasi vaksin cocok cuaca kondisi masyarakat ,1,positif,,,,,,,
1118, diupayakan pemerintah memutus rantai penyebaran covid salah satunya vaksin merah putih prioritas ,-1,negatif,,,,,,,
1119,biofarma memproduksi vaksin mendistribusikan vaksin negara covid belajar mencari solusi merah putih ,0,netral,,,,,,,
1120,vaksin covid buatan dinamakan vaksin merah putih ditargetkan ,0,netral,,,,,,,
1121,vaksin covid buatan diproduksi nama,0,netral,,,,,,,
1122, lembaga lembaga pemerintah membuka kerja perguruan terkait pengembangan vaksin covid negeri,0,netral,,,,,,,
1123, berharap pengembangan vaksin berjalan sesuai rencana pandemi covid ,1,positif,,,,,,,
1124,adalh vaksin buatan anak bangsa sembari menunggu vaksin produksi pemerintah inggris china penyediaan vaksin covid,0,netral,,,,,,,
1125,patut diapresiasi upaya pemerintah menangani covid salah satunya produksi vaksin ,-1,negatif,,,,,,,
1126, mengimpor vaksin covid memproduksi vaksin covid nama vaksin merah putih,0,netral,,,,,,,
1127,pengadaan vaksin merah putih langkah pemerintah mengurangi ketergantungan vaksin impor covid,-1,negatif,,,,,,,
1128, kerjasama pengadaan vaksin covid negara memenuhi kebutuhan masyarakat mengatasi pandemi covid ,2,positif,,,,,,,
1129,presiden joko widodo dikabarkan dukungan penuh pengembangan pembuatan vaksin merah putih menilai industri farmasi memproduksi vaksin covid ,0,netral,,,,,,,
1130,ketua pelaksana komite penanganan covid menerangkan langkah jangka pemerintah mengembangkan vaksin merah putih,1,positif,,,,,,,
1131,rencana mengimpor vaksin buatan inggris mengatasi pandemi covid tanah air pemerintah berupaya pengembangan vaksin covid buatan putera bangsa vaksin covid buatan dinamai vaksin merah putih,1,positif,,,,,,,
1132, kerjasama pengadaan vaksin covid negara memenuhi kebutuhan masyarakat mengatasi pandemi covid ,2,positif,,,,,,,
1133, bukti mandiri pengembangan produksi vaksin covid,0,netral,,,,,,,
1134,penggunaan pemberian kali suntikan vaksin orang tujuan tubuh mencapai kekebalan trhdap covid,0,netral,,,,,,,
1135, memproduksi vaksin covid erickthohir vaksin merah putih diproduksi,0,netral,,,,,,,
1136,mengenal vaksin covid buatan ,0,netral,,,,,,,
1137,vaksin merah putih sebutan vaksin covid diteliti dikembangkan melengkapi vaksin negeri,1,positif,,,,,,,
1138, bukti mandiri pengembangan produksi vaksin covid,0,netral,,,,,,,
1139, ruf amin erick juta dosis vaksin covid akhir juta dosis ,0,netral,,,,,,,
1140,ketua pelaksana komite penanganan covid pemulihan ekonomi nasional kpcpen erick thohir melaporkan perkembangan vaksin halal wakil presiden ruf amin,2,positif,,,,,,,
1141, kerjasama memproduksi vaksin china rencana mengimpor vaksin buatan inggris mengatasi pandemi covid tanah air,1,positif,,,,,,,
1142,ngimpor vaksin buatan inggris mengatasi pandemi covid tanah air,1,positif,,,,,,,
1143,vaksin merah putih vaksin covid isolat virus bertransmisi ,-1,negatif,,,,,,,
1144,pemerintah mengupayakan memutus rantai virus covid membuahkan hasil kabarnya bibit vaksin merah putih diujikan hewan,-1,negatif,,,,,,,
1145,pembuatan vaksin diharapkan terpenuhinnya kebutuhan vaksin rakyat terkecuali tingkat kesembuhan pasien covid meningkat,0,netral,,,,,,,
1146, memenuhi kebutuhan vaksin mka pemerintah memenuhi ketersediaan vaksin covid tertangani menurun,1,positif,,,,,,,
1147,vaksin virus corona covid hasil pengembangan lembaga biomolekuler eijkman ditargetkan rampung pertengahan,-1,negatif,,,,,,,
1148,pengadaan langkah pemerintah mengurangi ketergantungan vaksin impor covid,-1,negatif,,,,,,,
1149, kerjasama memproduksi vaksin china rencana mengimpor vaksin buatan inggris mengatasi pandemi covid tanah air pemerintah berupaya pengembangan vaksin covid buatan putera bangsa,1,positif,,,,,,,
1150,ketersediaan vaksin covid kebutuhan masyarakat dibutuhkan impor negeri,0,netral,,,,,,,
1151,pengembangan bibit vaksin covid lembaga eijkman lebihcepat dibanding bibit vaksin dikembangkan lembaga platform sub unit protein rekombinan,2,positif,,,,,,,
1152,ketersediaan vaksin covid kebutuhan masyarakat dibutuhkan impor negeri,0,netral,,,,,,,
1153, diproduksi massal besaran mencukupi kebutuhan vaksin covid ,1,positif,,,,,,,
1154, menekan penyebaran covid pemerintah vaksin inggris china pemerintah mengembangkan vaksin terpenuhinya kebutuhan vaksin bangsa ,-1,negatif,,,,,,,
1155, membuktikan kemandirian vaksin penanganan pandemi covid pemerintah berupaya mengembangkan vaksin buatan anak bangsa dinamai,1,positif,,,,,,,
1156, diapresiasi nih mengembangkan vaksin covid ,0,netral,,,,,,,
1157, pandemi covid memakan korban kebutuhan vaksin meningkat pemerintah berencana vaksin kebutuhan vaksin terpenuhi,-1,negatif,,,,,,,
1158, mengimpor vaksin negeri mengatasi pandemi covid pemerintah berupaya mengembangkan,1,positif,,,,,,,
1159,bukti tinggal diam pandemi covid melanda berusaha pengembangan vaksin buatan anak bangsa nama,0,netral,,,,,,,
1160, diproduksi massal besaran mencukupi kebutuhan vaksin covid ,1,positif,,,,,,,
1161, memenuhi kebutuhan vaksin pemerintah memenuhi ketersediaan vaksin covid menurun,1,positif,,,,,,,
1162, juta dosis vaksin covid akhir juta dosis menyebut vaksin kerja bumn farmasi,0,netral,,,,,,,
1163,ketua pelaksana komite penanganan covid pemulihan ekonomi nasional kpcpen melaporkan perkembangan vaksin halal wakil presiden ruf amin,2,positif,,,,,,,
1164,vaksin buatan anak bangsa bernama deperkirakan sembari menunggu vaksin produksi pemerintah inggris china penyediaan vaksin covid,0,netral,,,,,,,
1165,semoga hasil putra bangsa memproduksi vaksin membantu pandemi covid ,1,positif,,,,,,,
1166, bukti mandiri pengembangan produksi vaksin covid,0,netral,,,,,,,
1167, menangani pandemi covid pemerintah berupaya memproduksi vaksin covid menggunakannya,0,netral,,,,,,,
1168, tergantung impor terkait vaksin covid erick mengandalkan vaksin merah putih ,0,netral,,,,,,,
1169, vaksin merah putih membantu masyarakat terhindar covid ,1,positif,,,,,,,
1170, china mengembangkan vaksin covid mengembangkan vaksin buatan putera bangsa,0,netral,,,,,,,
1171,vaksin covid buatan putera bangsa direncanakan nama nama banget,0,netral,,,,,,,
1172, kembangkan ketergantungan vaksin covid impor,0,netral,,,,,,,
1173,apbn ditetapkan sumber pendanaan pengadaan vaksin covid pelaksanaan vaksinasi covid,0,netral,,,,,,,
1174,kerja pengadaan vaksin covid sinovac selesai ,0,netral,,,,,,,
1175,pembuatan vaksin merah putih diharapkan memenuhi kebutuhan vaksin rakyat terkecuali tingkat kesembuhan pasien covid meningkat,1,positif,,,,,,,
1176,penanganan covid mengadakan vaksin merah putih menghadapi serangkaian uji klinis,-1,negatif,,,,,,,
1177, diupayakan pemerintah memutus rantai penyebaran covid salah satunya vaksin merah putih prioritas ,-1,negatif,,,,,,,
1178,vaksin buatan bangsa diharapkan mengobati pasien covid,1,positif,,,,,,,
1179,erick pengadaan vaksin merah putih langkah pemerintah mengurangi ketergantungan vaksin impor covid,-1,negatif,,,,,,,
1180,vaksin covid buatan dinamai vaksin merah putih vaksin ditargetkan diproduksi ,0,netral,,,,,,,
1181,lembaga biologi molekuler eijkman dikembangkannya vaksin merah putih covid vaksin disiapkan andalan vaksin impor,0,netral,,,,,,,
1182, kerjasama memproduksi vaksin china rencana mengimpor vaksin buatan inggris mengatasi pandemi covid tanah air,1,positif,,,,,,,
1183,pemerintah mendorong pengembangan vaksin merah putih buatan negeri memenuhi ketersediaan vaksin covid menurun,1,positif,,,,,,,
1184, upaya memutus rantai covid pemerintah memproduksi vaksin merah putih ,0,netral,,,,,,,
1185, keren nih vaksin sediri murni karya anak bangsa strain covid cocok orang ,4,positif,,,,,,,
1186,vaksin covid ditargetkan rampung pertengahan vaksin dikembangkan strain virus ,-1,negatif,,,,,,,
1187,vaksin covid melewati tahap uji klinis membutuhkan proses ,0,netral,,,,,,,
1188,pastikan mengimpor vaksin covid erick thohir pengujian vaksin merah putih ,0,netral,,,,,,,
1189, kedepannya kawal pengadaan vaksin covid wabah pandemi cepat ,0,netral,,,,,,,
1190, mengandalkan impor vaksin covid mengandalkan produksi vaksin merah putih ,0,netral,,,,,,,
1191,pengembangan bertujuan ketergantungan vaksin covid impor menjadikan mandiri maju,1,positif,,,,,,,
1192, memproduksi vaksin covid erickthohir vaksin merah putih diproduksi,0,netral,,,,,,,
1193, vaksin nama menanggulangi covid tanah air vaksin bertujuan melatih kekebalan tubuh antibodi,0,netral,,,,,,,
1194, tau nih guys berupaya pengembangan vaksin penanganan pandemi covid vaksin nya diserahkan biofarma uji klinis lanjutan,0,netral,,,,,,,
1195, negara vaksin lebihbaik ketersediaan vaksin rumah sakit merata penanganan pasien covid cepat teratasi,1,positif,,,,,,,
1196,ketua pelaksana komite penanganan covid menilai vaksin merah putih langkah jangka pemerintah ,0,netral,,,,,,,
1197, bergantung negeri vaksin covid,0,netral,,,,,,,
1198, membuktikan kemandirian vaksin penanganan pandemi covid pemerintah berupaya keras mengembangkan vaksin buatan anak bangsa dinamai,0,netral,,,,,,,
1199, vaksin covid diproduksi bergantung impor,0,netral,,,,,,,
1200,pemerintah mengembangkan vaksin covid buatan putra bangsa,0,netral,,,,,,,
1201,vaksin diutamakan tenaga kesehatan berhadapan langsung penderita covid,0,netral,,,,,,,
1202,harapan terbaik pengembangan vaksin merah putih semoga diproduksi memutus rantai penyebaran covid merdeka,1,positif,,,,,,,
1203,vaksin merah putih produk keseriusan pemerintah menangani pandemi covid,-1,negatif,,,,,,,
1204, diupayakan pemerintah memutus rantai penyebaran covid salah satunya vaksin merah putih prioritas ,-1,negatif,,,,,,,
1205, keren nih vaksin sediri murni karya anak bangsa strain covid ,3,positif,,,,,,,
1206, mengimpor vaksin negeri mengatasi pandemi covid pemerintah berupaya mengembangkan,1,positif,,,,,,,
1207, mengimpor vaksin negeri vaksin covid buatan negeri bangga deh,1,positif,,,,,,,
1208,selagi menunggu pemerintah vaksin impor covid penuhi kebutuhan vaksin virus covid ,-1,negatif,,,,,,,
1209, negara vaksin lebihbaik ketersediaan vaksin stoknya rumah sakit merata penanganan pasien covid cepat teratasi,1,positif,,,,,,,
1210, loh vaksin vaksin covid hasil buatan putera bangsa dinamai ,0,netral,,,,,,,
1211, bergantung vaksin covid impor pemerintah vaksin bernama strain virus corona ,-1,negatif,,,,,,,
1212, mengandalkan impor vaksin covid mengandalkan produksi vaksin merah putih ,0,netral,,,,,,,
1213,pendanaan pengadaan vaksin covid pelaksanaan vaksinasi covid pemerintah,0,netral,,,,,,,
1214,pembayaran penyediaan vaksin covid sesuai tahapan disepakati perjanjian kontrak,2,positif,,,,,,,
1215, menekan sebaran covid pemerintah vaksin inggris china pemerintah mengembangkan vaksin terpenuhinya kebutuhan vaksin bangsa ,-1,negatif,,,,,,,
1216, bergantung negara vaksin covid menggenjot uji bibit vaksin merah putih,0,netral,,,,,,,
1217,pemerintah percaya keamanan vaksin covid tim penelitian uji klinik beserta tim mengawasi penelitian,0,netral,,,,,,,
1218,vaksin buatan anak bangsa menunggu vaksin produksi pemerintah inggris china penyediaan vaksin virus covid,-1,negatif,,,,,,,
1219, diproduksi massal besaran mencukupi kebutuhan vaksin covid tanah air,1,positif,,,,,,,
1220, upayanya mengurangi ketergantungan vaksin covid impor pemerintah mengembangkan vaksin covid buatan nama vaksin merah putih yuk dukung usaha pemerintah,-1,negatif,,,,,,,
1221,pembuatan mengatasi ketergantunggan impor vaksin covid diharapkan memenuhi kekurangan kebutuhan vaksin ,0,netral,,,,,,,
1222, vaksin covid diproduksi bergantung impor,0,netral,,,,,,,
1223,menteri bumn erick thohir pembuatan vaksin merah putih langkah jangka dalan mengatasi ketergantungan vaksin impor covid,0,netral,,,,,,,
1224, tergantung impor terkait vaksin covid erick mengandalkan vaksin merah putih ,0,netral,,,,,,,
1225, bekerjasama china vaksin sinovac berupaya mengembangkan vaksinnya upaya penanganan covid,0,netral,,,,,,,
1226,semoga diharapkan masyarakat ragu menerima vaksin obat covid,0,netral,,,,,,,
1227,harga vaksin covid negeri dosis mencapai usd mengeluarkan rp triliun memenuhi kebutuhan vaksin negeri,0,netral,,,,,,,
1228, gue deh covid nih sembuh tubuh gue deh sistem imunnya ya kudu vaksin gasi,0,netral,,,,,,,
1229, pemerintah deh mah ca,0,netral,,,,,,,
1230,vaksin covid buatan putera bangsa direncanakan produksi secepat nya nama,0,netral,,,,,,,
1231, kerjasama negara vaksin covid mengembangkan vaksin covid buatan putera bangsa,0,netral,,,,,,,
1232, menargetkan mengimpor vaksin covid vaksin buatan ,0,netral,,,,,,,
1233, mengimpor vaksin covid memproduksi vaksin covid nama vaksin merah putih,0,netral,,,,,,,
1234, keren banget nih vaksin sediri murni karya anak bangsa strain covid ,3,positif,,,,,,,
1235,kerja bagus banget nih menangani covid menargetkan memproduksi vaksin covid ,1,positif,,,,,,,
1236,selagi menunggu proses pembuatan pemerintah vaksin impor covid negeri memenuhi kebutuhan vaksin rumah sakit ditempat ,-1,negatif,,,,,,,
1237, bergantung negara vaksin covid menggenjot uji bibit vaksin merah putih,0,netral,,,,,,,
1238, keren nih vaksin sediri loh murni karya anak bangsa strain covid ,3,positif,,,,,,,
1239, bergantung impor vaksin covid pemerintah mengembangkan vaksin covid buatan mencapai ditargetkan ,0,netral,,,,,,,
1240,pemerintah investasi cepi berinvestasi pembuatan vaksin covid harapkan mengurangi pasien covid ,-1,negatif,,,,,,,
1241, mendukung pelaksanaan penugasan pt bio farma persero pelaksana pengadaan penyedia vaksin covid,1,positif,,,,,,,
1242,pengadaan vaksin covid pendanaannya bersumber apbn mekanisme kontrak jamak,0,netral,,,,,,,
1243, bergantung negara vaksin covid menggenjot uji bibit vaksin merah putih,0,netral,,,,,,,
1244, tergantung impor terkait vaksin covid erick mengandalkan vaksin merah putih ,0,netral,,,,,,,
1245, vaksin sediri murni karya anak bangsa strain covid diharapkan bergantung negara ,2,positif,,,,,,,
1246,pembuatan vaksin diharapkan terpenuhinnya kebutuhan vaksin rakyat tingkat kesembuhan pasien covid meningkat,0,netral,,,,,,,
1247, bukti mandiri pengembangan produksi vaksin covid,0,netral,,,,,,,
1248,menunggu proses pembuatan vaksin impor covid negeri memenuhi kebutuhan vaksin rumah sakit ditempat ,-1,negatif,,,,,,,
1249,semoga vaksin merah putih memutus rantai penyebaran covid,0,netral,,,,,,,
1250,pembuatan vaksin diharapkan terpenuhinnya kebutuhan vaksin rakyat terkecuali virus covid ,-2,negatif,,,,,,,
1251, vaksin nama menanggulangi covid vaksin bertujuan melatih kekebalan tubuh antibodi memusnahkan virus,-2,negatif,,,,,,,
1252,uji klinis vaksin merah putih prioritas pemerintah mengatasi covid,1,positif,,,,,,,
1253,mantap bekerjasama vaksin covid mengembangkan vaksin covid buatan putera bangsa,0,netral,,,,,,,
1254,rencana nya vaksin covid buatan putera bangsa nama diproduksi secepat nya,0,netral,,,,,,,
1255, perlukan keperluan ketergantungan vaksin covid impor,0,netral,,,,,,,
1256,pastikan mengimpor vaksin covid erick thohir pengujian vaksin merah putih hasil terbaik sukses vaksin merah putih,2,positif,,,,,,,
1257, upaya memutus rantai covid pemerintah memproduksi vaksin merah putih ,0,netral,,,,,,,
1258,selagi menunggu pemerintah vaksin impor covid memenuhi kebutuhan vaksin semoga vaksin ,1,positif,,,,,,,
1259,pembuatan vaksin diharapkan kebutuhan vaksin rakyat terpenuhi terkecuali tingkat kesembuhan pasien covid meningkat,0,netral,,,,,,,
1260,pembuatan vaksin diharapkan menangani krisis kesehatan krisis ekonomi akibat covid,-2,negatif,,,,,,,
1261, mengimpor vaksin negeri mengatasi pandemi covid pemerintah berupaya mengembangkan,1,positif,,,,,,,
1262,berdoa semoga dipublikasikan pasien covid,1,positif,,,,,,,
1263,patut diapresiasi upaya pemerintah menangani covid salah satunya produksi vaksin ,-1,negatif,,,,,,,
1264, membantu mengatasi pandemi covid melanda tanah air pemerintah berupaya mengembangkan,2,positif,,,,,,,
1265, berharap semoga vaksin hasil uji hasilnya memuaskan vaksin covid,1,positif,,,,,,,
1266,hadir bukti nyata vaksin mandiri ketergantungan vaksin covid impor negara ,0,netral,,,,,,,
1267,langkah diambil pemerintah menangani pandemi covid mengimpor vaksin buatan negeri mengembangkan vaksin negeri,0,netral,,,,,,,
1268,pembuatan mengatasi ketergantunggan impor vaksin covid diharapkan memenuhi kekurangan kebutuhan vaksin ,0,netral,,,,,,,
1269,selagi menunggu pemerintah vaksin impor covid memenuhi kebutuhan vaksin ,1,positif,,,,,,,
1270, memproduksi vaksin covid erickthohir vaksin merah putih diproduksi,0,netral,,,,,,,
